,restaurant_id,names,restaurant_type,address,latitude,longitude,num_of_reviews,rating,zip_code
949,Ckz_1t4nUoFf2Yw-uuK4jQ,Mr Chen,chinese,5905 Myrtle Ave,40.70068,-73.8999599,79,3.0,11385
950,PUz8Zbi1KD6HPiBVkGrbnA,Great Wok Chinese Restaurant,chinese,1101 Summit Ave,40.7606899,-74.04245,15,4.0,07087
951,zdX9mwhoknXXYL1GCstnow,Lucky Garden,chinese,305L Wyckoff Ave,40.7003,-73.91221,13,4.5,11237
952,wVZmnDlPDdVHI01_XLfBXQ,Beijing Hot Pot,chinese,12 Sylvan St,40.827236,-74.1036817,61,3.5,07070
953,Iclgb48aGzcuJTNbqUN4pQ,East Broadway Restaurant,chinese,94 E Broadway,40.71397,-73.99358,16,3.5,10002
954,-nPeW0rcWT9I3JBzo1_eWw,Chopsticks Chinese Restaurant,chinese,4904 Bergenline Ave,40.78234,-74.02089,25,3.0,07087
955,2MxGdAiDLXG4cz0ZMH1CiA,Oriental Plaza Chinese & Japanese Restaurant,chinese,1845 Richmond Ave,40.603032,-74.162377,139,3.5,10314
956,yuXmo3XGH_G-wY7g3gpeAg,Wing Hua,chinese,508 Court St,40.676475,-73.999031,47,3.5,11231
957,WksAfMC0fATGCxfPvFNU2Q,Old Captain Dumpling,chinese,135-23 40th Rd,40.75881,-73.830853,20,4.5,11354
958,4PG9npz7q_LP2H5LfDjWig,Number One Garden Chinese,chinese,221 Prospect Park W,40.660046,-73.980313,61,3.5,11215
959,TKfUaqizEuC1Qacr3MgmdA,New Yummy Restaurant,chinese,133 48th St,40.77942,-74.0175299,21,3.0,07087
960,MnjB_RIJG0sDTk7dGggA4w,New China,chinese,1135 Myrtle Ave,40.69701,-73.93612,14,4.0,11206
961,6Rw91YkOUCzkhvdThDUjFg,Good Day Seafood Restaurant,chinese,6202 18th Ave,40.6208992,-73.9887466,97,3.0,11204
962,N4KANHCIuDe4-FrRyEch7A,Hainan,chinese,41-25 162nd St,40.760578,-73.8037666,35,4.0,11358
963,vWEdeCMkv93KzVzjKqdvBw,New Sing Sheng Kitchen,chinese,89-05-07 37th Ave,40.74896,-73.89175,25,3.5,11372
964,NjdyHMwUzu47UkjkI6XOlw,Heat Noodle,chinese,135-21 40th Rd,40.75868,-73.83093,18,4.5,11354
965,X5HmML-G--nt4lc5VQC2uQ,New Asia,chinese,666 Amsterdam Ave,40.7918192446232,-73.972065076232,49,2.0,10025
966,ejqtqBrnrvnL0zipIq801Q,Chinatown Kitchen,chinese,257 Degraw Ave,40.875675,-74.02122,57,4.0,07666
967,majyHtjuTaFZKYpMNCLe_Q,Golden House Restaurant,chinese,334 Union Ave,40.83666,-74.11401,30,4.5,07070
968,LDF8GBzAPJ4bnJVo4Bf3xw,Empire Chinese Restaurant,chinese,351 E 62nd St,40.76188,-73.96122,4,4.0,10065
969,DyID-Uolm12IgHDCdrtLdw,46 Mott Rookies,chinese,42C Mott St,40.71521,-73.99861,7,4.5,10013
970,9ieA0TyApI94wEqqW_r93w,Aaron's Chinese and Thai,chinese,338 9th Ave,40.750379,-73.998141,58,2.0,10001
971,cZ42z2_urryidlWp1pjT0w,New Kissena,chinese,44-29 Kissena Blvd,40.7534522,-73.8220494,47,4.0,11355
972,_3umpHBjwyLSFFD6lKxsDg,Zheng Zhou Lamb Noodle Soup,chinese,136-17 41st Ave,40.758871,-73.828927,18,4.5,11355
973,sYK7jLKyfJJhf9fqC77hLA,Tian Fu Lou,chinese,7 W 45th St,40.755909,-73.980064,23,2.0,10036
974,77zkzHD6Kavy1vT-sPXxJA,Hang Shing Kitchen,chinese,104-09 Metropolitan Ave,40.7102074072038,-73.8485997417336,33,4.0,11375
975,aNuday09TjdGiTixOPm2NA,YunShang Rice Noodle House,chinese,752 61st St,40.635291,-74.011219,41,4.0,11220
976,OWALknbRruLyO8KFPATf_Q,New Jin Shing,chinese,1794 Broadway,40.682073,-73.909389,38,3.5,11207
977,XbQNANeO1E4-yanLZHgCmw,Beijing Chinese,chinese,223 E 14th St,40.733059,-73.9861382,21,3.0,10003
978,s1er-RauI-xaGWneqhS6fQ,New Tung Hing Chinese Kitchen,chinese,693 Kennedy Blvd,40.66944,-74.12052,37,4.0,07002
979,Ctl89LOC7HgewvuqSPwQxA,Maxim,chinese,6812 Roosevelt Ave,40.7461429,-73.8969407,31,3.0,11377
980,nrsWSUJdNtOhV2UzPi-oOQ,La Preciosa China Restaurant,chinese,163 E 116th St,40.7985954284668,-73.940803527832,29,3.0,10029
981,Tk605KjXVTnXpGkOSuVBaQ,Asian Garden,chinese,84-17 Jamaica Ave,40.6925863273397,-73.8603101670742,27,4.0,11421
982,R1eZIyH8dOECfqUGGcANdQ,Red Star Restaurant,chinese,112 E 116th St,40.7987632751465,-73.9426727294922,20,3.5,10029
983,CWsBm4irYkSlUbHdPW_ivg,88 Rice Shop,chinese,366 River St.,40.88975,-74.03844,39,4.0,07601
984,k34VgKhpuIRPEr8vKSMwjA,Chung Chun Kitchen,chinese,338 Myrtle Ave,40.69314,-73.973,28,3.5,11205
985,O2jCWIOWb-IhyZGZLTNNoA,Peking Kitchen II,chinese,2162 8th Ave,40.80479,-73.954735,18,3.5,10026
986,Sxpy4HvdiqTQt5BcplUAHg,Hibachi Master,chinese,8512 5th Ave,40.6218792788992,-74.0259179657283,75,3.5,11209
987,N_lF4aVGdJbHkDcOIqEpBA,Savoy 4 Bakery,chinese,4501 4th Ave,40.64899,-74.00944,39,4.0,11220
988,aeFTs1CHzGiJzMOMGwN7RQ,Sam Lee Kitchen,chinese,2108 36th Ave,40.7596809,-73.9367017,38,2.0,11106
989,_BL1-CT06HGkiA3jcucu2Q,Panda Express,chinese,2852 Broadway,40.80459,-73.96607,53,2.5,10025
990,NJGtDl4jqIaRz0qEnfUOOQ,Beijing House,chinese,553 Wilson Ave,40.691618,-73.909248,50,3.5,11207
991,KvZCCFD8RTyeNe7L4_mLog,Feng Shui,chinese,109 E 42nd St,40.75204,-73.97632,38,1.5,10017
992,Gvg0ZLMsyZkLWHhT6uJs7w,Green Leaf,chinese,72-60 Metropolitan Ave,40.71244,-73.87957,45,3.5,11379
993,uzqDuM_7lVDnbkr0dAoM1A,Green Shell Chinese & Italian Restaurant,chinese,6320 Bergenline Ave,40.7921362,-74.0136587,17,3.5,07093
994,5in1sFUx8blmzxsQWSJeMg,Rico Rico Restaurant,chinese,7708 Bergenline Ave,40.800434499979,-74.0075460076332,25,3.0,07047
995,gvOe1TLb8hZgx0naC9LYpw,Sei Less,chinese,156 W 38th St,40.75314,-73.98814,12,3.0,10018
996,V9Y5z0NHBDNStB-BX6GUuw,Choi Fook Restaurant,chinese,2050 86th St,40.603663,-73.997271,53,3.5,11214
997,_0MvItPbaQ3A-pP3GWHI1Q,Great China,chinese,1461 Amsterdam Ave,40.81696,-73.95344,5,5.0,10027
998,SSvIOFoNkq3ARqWo5PbYwg,Steak & Hoagies,chinese,1657 Madison Ave,40.796352,-73.947189,20,3.0,10029
999,NcylbnlvsEINl1qngDz8fQ,Mott Street Eatery,chinese,98 Mott St,40.71718,-73.99742,14,3.5,10013
1000,xt4sa64WOrpJvZBDPNPNYg,Jacob's Pickles,tradamerican,509 Amsterdam Ave,40.7866504411994,-73.9755284786224,4697,4.0,10024
1001,hk3ohp_A4L4UgWTexDxf_Q,Gallaghers Steakhouse,tradamerican,228 W 52nd St,40.762876,-73.983837,1362,4.0,10019
1002,veku2cg2qaV-7MxwhOMBmg,Judge Roy Bean Public House,tradamerican,38 W 56th St,40.7629158108786,-73.9761248066812,782,4.5,10019
1003,XxLGYdB0s8IkZ9QZtGKBZA,Burger Joint,tradamerican,119 W 56th St,40.76416469936093,-73.9785744544552,2313,3.5,10019
1004,vbvtWBbO3Q-Q15w7aHxgVg,Max Brenner - New York,tradamerican,841 Broadway,40.7342670594805,-73.9910549187747,4791,3.5,10003
1005,JCrKKepUUkRIIPD2UD1i0g,Alice's Tea Cup Chapter II,tradamerican,156 E 64th St,40.76518,-73.96576,1457,4.0,10065
1006,unWoFZeSWa0DK1YMekO_Uw,Trademark Bar + Kitchen,tradamerican,38 W 36th St,40.7503233942813,-73.9855566306885,663,4.5,10018
1007,3Ic4C60oSH1cV2jknUXSjQ,The Flatiron Room,tradamerican,37 W 26th St,40.74452,-73.99049,846,4.5,10010
1008,W0k5HHTa7IJsR51Nf7fOmA,Times Square Diner,tradamerican,807 8th Ave,40.7614036889404,-73.9869685269328,1007,4.0,10019
1009,NwrqmFGO-utVOG-eeDDuXg,Penelope,tradamerican,159 Lexington Ave,40.74371,-73.98152,2251,3.5,10016
1010,LA7riLKSg-aBLgTY4fT8GQ,Sarabeths - Central Park,tradamerican,40 Central Park S Located In West 59th St,40.765158,-73.975724,1910,3.5,10019
1011,54SrQVVhGcvfuIkFabQ8KQ,P.J. Clarke's,tradamerican,915 Third Ave,40.7589148,-73.9680336,940,3.5,10022
1012,L3L6xDdrS8c67BLZROg79A,Smith & Wollensky,tradamerican,797 3rd Ave,40.75526,-73.9709472466553,1539,3.5,10022
1013,U0deo-JRQmHrru0uSf6QWA,Virgil's Real BBQ - New York,tradamerican,152 W 44th St,40.75685,-73.9851,1651,3.5,10036
1014,210LxcDl5dXlYOMlIUmEFQ,Lips - New York,tradamerican,227 E 56th St,40.75923,-73.96691,711,4.0,10022
1015,LHxZgTddXIp_S1sL3nNG9w,Park Avenue Tavern,tradamerican,99 Park Ave,40.75031,-73.9783999,851,4.0,10016
1016,wrvIZaT5rTmk0YpIvQbvHw,Murray's Cheese Bar,tradamerican,28-30 Jackson Ave,40.7483999,-73.9380657,825,4.0,11101
1017,QpkKEFHK5dz8XT-osEXgJw,The Grey Dog,tradamerican,242 W 16th St,40.740624,-74.000648,1177,4.0,10011
1018,pSq53dIANeyXjPDEDglkUA,Loeb Boathouse Central Park,tradamerican,E 72 St 5th Ave,40.775333,-73.968735,1343,3.5,10128
1019,EaAAP-gDALDL7GxcseMjBQ,The Polo Bar,tradamerican,1 E 55th St,40.76157,-73.9744,435,4.0,10022
1020,kaSd6qzlsxn__ILDtGf3iA,Alice's Tea Cup,tradamerican,102 W 73rd St,40.77802,-73.9787,1175,4.0,10023
1021,77EedCTJY1biWIYSzAulCQ,J.G. Melon,tradamerican,1291 3rd Ave,40.77105,-73.95931,1388,3.5,10021
1022,u-MUL83NUy2gsbV80WZnAA,The Marshal,tradamerican,628 10th Ave,40.76122,-73.99396,777,4.0,10036
1023,3idAtiEXe_XfTcPoZC_DcQ,Westville East,tradamerican,173 Ave A,40.72847,-73.98213,1078,4.0,10009
1024,bRPq-Nmct5bOuOtsu8fC7Q,S'MAC,tradamerican,197 1st Ave,40.730212,-73.983724,2264,3.5,10003
1025,REDWyPG0UJc5u8iU8mP6Hw,Rocco Steakhouse,tradamerican,72 Madison Ave,40.7438607,-73.9861214,388,4.5,10016
1026,-4PCSqieO2rJ4-htOh8v0w,Lexington Brass,tradamerican,517 Lexington Ave,40.7552634948238,-73.9729699790478,852,3.5,10017
1027,w4cFJhUpjGXqqWBd3BbY4w,Freemans,tradamerican,Freeman Alley,40.721988,-73.992466,2128,4.0,10002
1028,txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,tradamerican,97 Sullivan St,40.725456,-74.003027,956,4.5,10012
1029,AT12PEBFRWFox6l2tr7w4w,Junior's Restaurant & Bakery - 49th St.,tradamerican,1626 Broadway,40.76095,-73.9841299,758,3.5,10019
1030,VCqNjupCWZ5INzOcyBMJSg,The Grey Dog - Union Square,tradamerican,90 University Pl,40.733828,-73.993052,1106,4.0,10003
1031,VgIiCZoUnujSMZATByk77Q,The Meatball Shop - Hell's Kitchen,tradamerican,798 9th Ave,40.7651804928198,-73.9874866666706,431,4.0,10019
1032,ddKmJRZ3D1iS-gbZq03OWQ,Friedmans,tradamerican,228 W 47th St,40.759682795270116,-73.98635286998487,608,4.0,10036
1033,j8cKSxr6aQ8qTx23FLyyiA,The Wayland,tradamerican,700 E 9th St,40.7251,-73.9778,509,4.5,10009
1034,PMp7WlHIXQUnej-Ds1jRfw,Blind Tiger Ale House,tradamerican,281 Bleecker St,40.731926,-74.003223,909,4.0,10014
1035,Duh9gmBVHodHKQaQqsyZcg,Mom's Kitchen & Bar,tradamerican,33-01 31st Ave,40.76372,-73.92158,874,4.0,11102
1036,8XLhXJcJ2XbQ8dTBY9YyQg,Corner Bistro,tradamerican,331 W 4th St,40.738045638942125,-74.0037457,1561,3.5,10014
1037,wrFoBJM9SsHIfz2VaqgmSg,Dallas BBQ,tradamerican,241 W 42nd St,40.7569835859189,-73.9888188242912,1877,3.0,10036
1038,2omGjYIPB0N8oNwws6ZdJA,SPIN - New York,tradamerican,48 E 23rd St,40.74030818206129,-73.98696728358605,564,4.0,10010
1039,6n7D4amt9vEruR73tt3S9w,Cafe Fiorello,tradamerican,1900 Broadway,40.77134,-73.9819051,831,3.5,10023
1040,fxGpXRxFUDzlU3Cyszu4uQ,Red Rooster Harlem,tradamerican,310 Lenox Ave,40.80815,-73.94488,3472,3.5,10027
1041,ZyfOt84HvbX4FsqGLOZqCw,Schnipper's,tradamerican,620 8th Ave,40.756399490554,-73.9901816374344,1017,3.5,10018
1042,fL-JDsQ2I_MT7SpwfyHRFg,The Meatball Shop,tradamerican,1462 2nd Ave,40.771569,-73.9559804,730,3.5,10075
1043,NRcffNvufYo2Jul0h24_qw,Bryant Park Grill,tradamerican,25 W 40th St,40.75321209109769,-73.982957,974,3.5,10018
1044,CAXzWJyV2UzYMAImM_YkWA,The Grill,tradamerican,99 E 52nd St,40.758323,-73.971892,208,4.0,10022
1045,0y6eQXDw2RDLuBwkY02xGA,Aretsky's Patroon,tradamerican,160 E 46th St,40.7533599,-73.9732416,239,4.0,10017
1046,Mhu-5t9bi1V0tUgf-LgE3g,Haven Rooftop,tradamerican,132 W 47th St,40.758413,-73.983292,964,3.5,10036
1047,xJm9JJLooQ1Sc7ncM2-JJA,The Meatball Shop - Williamsburg,tradamerican,170 Bedford Ave,40.7182749,-73.9576213,1250,4.0,11249
1048,cQxtisUT6TgEGSN7gpnTDg,Good Enough to Eat,tradamerican,520 Columbus Ave,40.7859436042416,-73.9727859590175,1494,3.5,10024
1049,cSRzfprFfAnT1nAcQMgrDA,Fred's Restaurant,tradamerican,476 Amsterdam Ave,40.7856233,-73.9767067,807,4.0,10024
1050,8SehQovJOuQDLbtzLLYLyw,RH Rooftop Restaurant New York,tradamerican,9 9th Ave,40.73985,-74.00639,526,4.0,10014
1051,XP1podH94NfIDYhUkZRTMg,Shake Shack,tradamerican,49 Grand Central Terminal,40.752998,-73.977056,600,3.5,10017
1052,oBcqZs0CAZjsLuMB-mNJ6A,Sticky's Finger Joint,tradamerican,484 3rd Ave,40.74505372839559,-73.97885964232785,442,4.0,10016
1053,Z-hDHjP4Eza6BA4G97tzVA,BLVD Bistro,tradamerican,2149 Frederick Douglass Blvd,40.80438,-73.9558,1073,4.0,10026
1054,4rWJGwb3rjDoZHA0AECa5A,Melba's Restaurant,tradamerican,300 W 114th St,40.8031468838453,-73.9565069228411,1376,4.0,10026
1055,iq9_CMtUT1SwGcEL8fSDNQ,R Lounge at Two Times Square,tradamerican,"Two Times Square, 714 Seventh Avenue at W. 48th Street",40.759683705851,-73.9845943450927,344,4.0,10036
1056,8EBOj5bMglNI-jRIQvf6wg,Cheese Grille,tradamerican,188 Allen St,40.7219115,-73.9886709,600,4.0,10002
1057,GlSWzWVmQsKLGxySYSGRbQ,Smithfield Hall,tradamerican,138 W 25th St,40.7447532620452,-73.9934939850447,494,4.0,10001
1058,EYH4FiA2phvYg73Jjw1KSA,Friend of A Farmer,tradamerican,77 Irving Pl,40.73695,-73.98677,1316,3.5,10003
1059,dNFsMw-z3Vsa5TbJd9Q4Ew,Faces & Names,tradamerican,159 W 54th St,40.76351,-73.98098,373,4.0,10019
1060,GXh9YpX4v8Wemrq-SPDPhA,e's BAR,tradamerican,511 Amsterdam Ave,40.786692073145,-73.9755653589964,364,4.0,10024
1061,lUQR6cZlHHKXOksH5xOTqA,Joe Allen,tradamerican,326 W 46th St,40.76005,-73.98913,405,4.0,10036
1062,FWjl6BrMie6H78OSWJG5Pg,Bareburger - Columbus Circle,tradamerican,313 W 57th St,40.76726,-73.98346,426,4.0,10019
1063,JNkK9xp-hTWxsLrboPWC3Q,The Perfect Pint,tradamerican,123 W 45th St,40.7574091835053,-73.9837408764447,401,4.0,10036
1064,zLNOCv3hmzPNO8pchYdBpw,Joe Jr. Restaurant,tradamerican,167 3rd Ave,40.73468,-73.98596,399,4.0,10003
1065,nsAU6F2vmdnphmfIa_RuWg,Mable's Smokehouse & Banquet Hall,tradamerican,44 Berry St,40.7211890204726,-73.9570004492998,925,4.0,11249
1066,Gc7OVEIs4HodL4hw9U3C3w,Copinette,tradamerican,891 1st Ave,40.75407,-73.96623,185,4.0,10022
1067,WbTOi7MUctB_eilgZ4V7RA,Shake Shack,tradamerican,1333 Broadway,40.75113,-73.9879,384,4.0,10018
1068,Z2sNzskjS8Ck0plppRBJIg,Ed's Lobster Bar,tradamerican,155 Grand St,40.71993072968719,-73.99901129999999,1035,4.0,10013
1069,hPcNSnzW_oJMAoa7fIWKQw,Jackson Hole Burgers,tradamerican,232 E 64th St,40.763807,-73.962919,398,3.5,10065
1070,qOp4T7UxfL6MgO41dN3Qlg,Whitmans,tradamerican,406 E 9th St,40.727942,-73.984469,655,4.0,10009
1071,wQFq2ZbUG40H1KfXTjgkBw,Brooklyn Bowl,tradamerican,61 Wythe Ave,40.7218937792125,-73.9575488529698,1232,3.5,11249
1072,kortq9GFNGvV4ky_rVf88g,Hibernia Bar,tradamerican,401 W 50th St,40.76365,-73.9890999,172,4.5,10019
1073,D2qV8sDdHEFlHbVz7VSHRQ,Black Tap - Soho,tradamerican,529 Broome St,40.723794,-74.004193,1272,3.5,10013
1074,oVsMJbQ8rpiq6H-8rtasDQ,Brooklyn Diner,tradamerican,212 W 57th St,40.7656402416927,-73.9807265996933,906,3.0,10019
1075,Vs-3byrsBYwd_Cnfl0CyFw,Bubby's Tribeca,tradamerican,120 Hudson St,40.7198118,-74.0083092,1583,3.5,10013
1076,vJpfMVBybyEF8p_qXWs0ug,Sarabeth's West,tradamerican,423 Amsterdam Ave,40.78388,-73.97743,973,3.5,10024
1077,YsDmYRzJo3kiwZvIe1r0Fg,Playa Betty’s,tradamerican,320 Amsterdam Ave,40.78075,-73.98032,851,3.5,10023
1078,fEig4z0y_qCMRLvW7HRuqA,Harding's,tradamerican,32 E 21st St,40.7393229,-73.9887163,381,4.0,10010
1079,PKE5qKY7FXOoZt2NiWtbig,Sticky's Finger Joint,tradamerican,598 9th Ave,40.7588156198658,-73.9919921865082,331,4.0,10036
1080,NavBPhyeykbve1uVSOrDPg,The Red Flame,tradamerican,67 W 44th St,40.75608771635359,-73.9826981546971,591,3.5,10036
1081,bkIMbvXOcztDVz8bpyhMzQ,The Dead Poet,tradamerican,450 Amsterdam Ave,40.78499,-73.97735,450,4.0,10024
1082,oYIdKuDLo54U4lN72NqWkg,The Standard Grill,tradamerican,848 Washington St,40.740829,-74.008071,1201,3.5,10014
1083,Ur9wsKwGEDG2nT8t3jv8Ag,The Gem Saloon,tradamerican,375 3rd Ave,40.74138,-73.98107,234,4.0,10016
1084,3004g82RXwKoqaenSqBVEg,George Keeley,tradamerican,485 Amsterdam Ave,40.7858376,-73.975986,330,4.0,10024
1085,i38R1KxL99JoG-Ns7FyyGw,12 Chairs,tradamerican,56 MacDougal St,40.72759,-74.0024,659,4.0,10012
1086,5YV3zSR18X4Ja6d-TOEtyA,Pino Wine Bar,tradamerican,156 E 33rd St,40.74525,-73.97937,158,4.5,10016
1087,kH5RMIaFmd-bekCIhOcqDw,Landmark Tavern,tradamerican,626 11th Ave,40.763156,-73.996253,309,4.0,10036
1088,RMR8-6UfsbPBmw8NmUAl1w,Madison Restaurant,tradamerican,965 1st Ave,40.75597,-73.96486,366,3.5,10022
1089,kGkAU_WT0BjDZsSD5keRZA,Hard Rock Cafe,tradamerican,1501 Broadway,40.7568933348604,-73.9865529930391,911,3.0,10036
1090,XvcRtA3pD6gpICLsdsQVbA,David Burke Tavern,tradamerican,135 E 62nd St,40.76436,-73.96714,212,4.0,10065
1091,PWzDV2G8ZGnIgjFupSZhQw,Pershing Square,tradamerican,90 E 42nd St,40.752016976412,-73.977726844957,728,3.0,10017
1092,TmnKwcIM8zABSnCTetxzAw,The Dutch,tradamerican,131 Sullivan St,40.7266199,-74.00214,1242,3.5,10012
1093,KifkRh0gGD0voBw4FHFCVA,Chirping Chicken,tradamerican,355 Amsterdam Ave,40.78163,-73.9792,600,3.5,10024
1094,CkqOdX64U7DrRvnfh_5HnQ,123 Burger Shot Beer,tradamerican,738 10th Ave,40.764828,-73.9914,1076,3.0,10019
1095,oSpBTTBYy_sWDXiZF5CSdg,Pastrami Queen,tradamerican,1125 Lexington Ave,40.77437,-73.95911,588,3.5,10075
1096,xn0g_LqMcVACrWuox5GF1g,Dominie's Hoek,tradamerican,4817 Vernon Blvd,40.743536,-73.953545,272,4.0,11101
1097,7l6qQXBs5qhGfhsCZ8bIrA,Ted's Montana Grill - New York,tradamerican,110 W 51st St,40.7608132945898,-73.9802277088165,389,3.5,10020
1098,mqJU7hNRbTrffSyj-95MXw,Bobby Van's Steakhouse,tradamerican,131 E 54th St,40.759318,-73.970908,242,3.5,10022
1099,yy8jf3cnbXG4KOLGNJVfig,Burger & Barrel,tradamerican,25 W Houston St,40.7258,-73.99793,821,3.5,10012
1100,13_1t_3MtLn-Y5ZBKHrmww,Louie's Chicken,tradamerican,1026 2nd Ave,40.757416,-73.966329,89,4.5,10022
1101,tmuHs6fSAUygPyRZUF-rEA,Pier i Cafe,tradamerican,500 W 70th St,40.779654,-73.98879,428,4.0,10023
1102,sXSPS1flc-iPj9vZvyv_Fg,Bobby Van's Steakhouse,tradamerican,135 W 50th St,40.76111,-73.982507,332,3.5,10020
1103,JnFV_qz7uWbLTY80K89J7Q,Emmett's,tradamerican,50 Macdougal St,40.727303,-74.00243,545,4.0,10012
1104,eGfpa9r0aGtN3V8ZwgaOEw,The Supply House,tradamerican,1647 2nd Ave,40.7775579,-73.9521892,358,4.0,10028
1105,cw7K31iO2tb5drMtqZ9F8w,Sardi's,tradamerican,234 W 44th St,40.75789,-73.98755,537,3.5,10036
1106,10LkCZ15CQyhgJ90eRxxfw,Hudson Malone: A New York Joint,tradamerican,218 E 53rd St,40.7572621,-73.9686406,226,3.5,10022
1107,5WdsgeCz2WwN57B-eYZi7w,The Grey Dog,tradamerican,49 Carmine St,40.729998660113,-74.0038951001712,380,4.0,10014
1108,sDajjybHSYFw8gTVbknPGA,Jack Doyle's Bar & Restaurant,tradamerican,240 W 35th St,40.752132,-73.991852,342,4.0,10001
1109,N6XXfG1ZxSeQxwxVZUkvHg,Schnipper's,tradamerican,570 Lexington Ave,40.75686,-73.97228,353,3.5,10022
1110,q45SMZfNrF4XZZWzIC4tGw,Westville Hudson,tradamerican,333 Hudson St,40.727125,-74.007683,538,4.0,10013
1111,gosjtZsjmPTIBY4eB4qD2Q,Bravest,tradamerican,700 2nd Ave,40.747115,-73.973961,207,4.0,10016
1112,7Bb_IDWV_zJqpBjAvxuBIA,Cooper's Craft & Cocktails,tradamerican,87 2nd Ave,40.72704,-73.9892,460,4.0,10003
1113,Jtl-6rXQljQgpan2KtIbnQ,New York Luncheonette,tradamerican,135 E 50th St,40.75636,-73.97177,232,3.5,10022
1114,h91WSlCOdxaQOohJ0YVkxA,Black Tap Craft Burgers & Beer,tradamerican,45 W 35th St,40.750089,-73.985986,155,4.0,10016
1115,DZ7oBcBdfe_1KxRxvFbsPQ,Glass House Tavern,tradamerican,252 W 47th St,40.759927479472736,-73.98665564097111,367,3.5,10036
1116,TtGdKu-qGVvFttp-RcdYwg,The Harold,tradamerican,1271 Broadway,40.7483140920034,-73.9884801920307,499,3.5,10001
1117,hK14kghcSPkljAqzEHNemA,Sugarburg,tradamerican,519 Metropolitan Ave,40.71419753237411,-73.95150475707719,327,4.5,11211
1118,oFSRNJrl9MOZCiFTNwP1Xw,Tops Diner,tradamerican,500 Passaic Ave,40.75060700798548,-74.16390431165264,3279,4.5,07029
1119,TikAlBfPzWZQ9h5yk8Mmdg,Cronin & Phelan's,tradamerican,38-14 Broadway,40.7589,-73.91941,210,4.5,11103
1120,QeqhV5xVRCD15ivQiPc2MQ,Bateaux New York,tradamerican,Chelsea Piers Pier 61,40.7474032689075,-74.009646177292,310,4.0,10011
1121,OtbPn7ePP9bikQ_jXKS28A,The Stumble Inn,tradamerican,1454 2nd Ave,40.771146,-73.956228,485,3.5,10021
1122,r0kjf2R2H0GMJm5Yj4AusA,Taproom No 307,tradamerican,307 3rd Ave,40.738981,-73.98266,513,3.5,10010
1123,N-sbhyxuugMun5_mPovqPg,Mad Donkey Beer Bar & Grill,tradamerican,3207 36th Ave,40.756262,-73.928487,355,4.0,11106
1124,ubjgMch7fGLJNW60M2xilg,Dive Bar,tradamerican,732 Amsterdam Ave,40.793975,-73.970809,480,4.0,10025
1125,dv4mMmbCAb7FtUj1Md-K6Q,East Village Social,tradamerican,126 St Marks St,40.726841,-73.9837265,226,4.5,10009
1126,eVBVn6bjwl_mMLxN-35_6w,Hotel Chantelle,tradamerican,92 Ludlow St,40.71843,-73.98909,1437,3.5,10002
1127,VNee09tB2NVGTe3g1tFylw,Pete's Tavern,tradamerican,129 E 18th St,40.73647,-73.986698,627,3.5,10003
1128,60_ONUWGij1TbvDHSEcOpQ,P.J. Clarke's,tradamerican,44 W 63rd St,40.7713765,-73.9824758,852,3.0,10023
1129,ULF7NqOo2VWrxMs_hkYgCQ,Tracks Raw Bar & Grill,tradamerican,220 West 31st St,40.749544,-73.993426,291,4.0,10001
1130,56nGFQ5PVuGErwcAR34QAw,Meadowsweet,tradamerican,149 Broadway,40.7103995,-73.9632384,438,4.0,11211
1131,zzVeJukpmXchLTQQhxzQjQ,Blondies Sports,tradamerican,212 W 79th St,40.78321,-73.97919,477,3.5,10024
1132,Kn-tx5wO2AoEjCaYk9kIpw,Sarabeth's,tradamerican,381 Park Ave S,40.7425212,-73.9845319,702,3.0,10016
1133,9oyE5T8P3YfTYjKrOn-i3w,Rosie O'Grady's,tradamerican,800 7th Ave,40.762621,-73.982506,557,3.0,10019
1134,7NqFIuXuRwm6WuuseLxAVw,Delmonico's,tradamerican,56 Beaver St,40.705028,-74.010256,1058,4.0,10004
1135,zcWxZaC7pnIVe2ON4uUEDw,Pelicana Chicken - Sunnyside,tradamerican,47-08 Greenpoint Ave,40.74236,-73.91755,450,4.0,11104
1136,fPa-Ai7WucnRd6OcZYHSyg,Prohibition,tradamerican,503 Columbus Ave,40.78526,-73.97284,385,3.5,10024
1137,E_JmgVNSkNvRauDZGuf6AA,Effy's Kitchen,tradamerican,1567 Lexington Ave,40.7884685,-73.94872,254,4.0,10029
1138,zX8IF7oCbw1HrNaPmOBy-g,FERNS,tradamerican,166 1st Ave,40.72881,-73.98403,133,4.5,10009
1139,J0SZjwe0Rc-H6mzl0oByxQ,Mimi's Italian Restaurant & Piano Bar,tradamerican,984 2nd Ave,40.75611,-73.96728,329,3.5,10022
1140,4wVaJsvTuBTXAMzkhjwccg,Overlook,tradamerican,225 E 44th St,40.751771,-73.972199,268,3.5,10017
1141,penftLPo6kx6qCtbsuyLog,Petaluma,tradamerican,1356 1st Ave,40.7682492,-73.9553474,251,3.5,10021
1142,FzK3krlvA4fBHsuagggaIw,Hi-Life,tradamerican,477 Amsterdam Ave,40.785573252956,-73.9763537724069,358,4.0,10024
1143,OFFSpIPqvwOnwdcEq8usvw,Motel Morris,tradamerican,132 7th Ave,40.7409807,-73.9980996,208,4.0,10011
